time,v
2021-07-28 09:38:46,-0.012149023437499988
2021-07-28 09:38:47,-0.001881250000000001
2021-07-28 09:38:48,-0.001881250000000001
2021-07-28 09:38:49,-0.001881250000000001
2021-07-28 09:38:50,-0.001881250000000001
2021-07-28 09:38:51,-0.001881250000000001
2021-07-28 09:38:52,-0.001881250000000001
2021-07-28 09:38:53,-0.001881250000000001
2021-07-28 09:38:54,-0.001881250000000001
2021-07-28 09:38:55,-0.001881250000000001
2021-07-28 09:38:56,-0.001881250000000001
2021-07-28 09:38:57,-0.001881250000000001
2021-07-28 09:38:58,-0.001881250000000001
2021-07-28 09:38:59,-0.001881250000000001
2021-07-28 09:39:00,-0.001881250000000001
2021-07-28 09:39:01,-0.001881250000000001
2021-07-28 09:39:02,-0.001881250000000001
2021-07-28 09:39:03,-0.001881250000000001
2021-07-28 09:39:04,-0.001881250000000001
2021-07-28 09:39:05,-0.001881250000000001
2021-07-28 09:39:06,-0.001881250000000001
2021-07-28 09:39:07,-0.001881250000000001
2021-07-28 09:39:08,-0.001881250000000001
2021-07-28 09:39:09,-0.001881250000000001
2021-07-28 09:39:10,-0.001881250000000001
2021-07-28 09:39:11,-0.001881250000000001
2021-07-28 09:39:12,-0.001881250000000001
2021-07-28 09:39:13,-0.001881250000000001
2021-07-28 09:39:14,-0.001881250000000001
2021-07-28 09:39:15,-0.001881250000000001
2021-07-28 09:39:16,-0.001881250000000001
2021-07-28 09:39:17,-0.001881250000000001
2021-07-28 09:39:18,-0.001881250000000001
2021-07-28 09:39:19,-0.001881250000000001
2021-07-28 09:39:20,-0.001881250000000001
2021-07-28 09:39:21,-0.001881250000000001
2021-07-28 09:39:22,-0.001881250000000001
2021-07-28 09:39:23,-0.001881250000000001
2021-07-28 09:39:24,-0.001881250000000001
2021-07-28 09:39:25,-0.001881250000000001
2021-07-28 09:39:26,-0.001881250000000001
2021-07-28 09:39:27,-0.001881250000000001
2021-07-28 09:39:28,-0.001881250000000001
2021-07-28 09:39:29,-0.001881250000000001
2021-07-28 09:39:30,-0.001881250000000001
2021-07-28 09:39:31,-0.001881250000000001
2021-07-28 09:39:32,-0.001881250000000001
2021-07-28 09:39:33,-0.001881250000000001
2021-07-28 09:39:34,-0.001881250000000001
2021-07-28 09:39:35,-0.001881250000000001
2021-07-28 09:39:36,-0.001881250000000001
2021-07-28 09:39:37,-0.001881250000000001
2021-07-28 09:39:38,-0.001881250000000001
2021-07-28 09:39:39,-0.001881250000000001
2021-07-28 09:39:40,-0.0009304687499999995
2021-07-28 09:39:41,-0.0009304687499999995
2021-07-28 09:39:42,-0.0009304687499999995
2021-07-28 09:39:43,-0.0009304687499999995
2021-07-28 09:39:44,-0.0009304687499999995
2021-07-28 09:39:45,-0.0009304687499999995
2021-07-28 09:39:46,-0.0009304687499999995
2021-07-28 09:39:47,-0.0009304687499999995
2021-07-28 09:39:48,-0.0009304687499999995
2021-07-28 09:39:49,-0.0009304687499999995
2021-07-28 09:39:50,-0.002228515625000003
2021-07-28 09:39:51,-0.002228515625000003
2021-07-28 09:39:52,-0.002228515625000003
2021-07-28 09:39:53,-0.002228515625000003
2021-07-28 09:39:54,-0.002228515625000003
2021-07-28 09:39:55,-0.002228515625000003
2021-07-28 09:39:56,-0.002228515625000003
2021-07-28 09:39:57,-0.002228515625000003
2021-07-28 09:39:58,-0.002228515625000003
2021-07-28 09:39:59,-0.002228515625000003
2021-07-28 09:40:00,-0.0005941406250000003
2021-07-28 09:40:01,-0.0005941406250000003
2021-07-28 09:40:02,-0.0005941406250000003
2021-07-28 09:40:03,-0.0005941406250000003
2021-07-28 09:40:04,-0.0005941406250000003
2021-07-28 09:40:05,-0.0005941406250000003
2021-07-28 09:40:06,-0.0005941406250000003
2021-07-28 09:40:07,-0.0005941406250000003
2021-07-28 09:40:08,-0.0005941406250000003
2021-07-28 09:40:09,-0.0005941406250000003
2021-07-28 09:40:10,0.009917578124999982
2021-07-28 09:40:11,0.009917578124999982
2021-07-28 09:40:12,0.009917578124999982
2021-07-28 09:40:13,0.009917578124999982
2021-07-28 09:40:14,0.009917578124999982
2021-07-28 09:40:15,0.009917578124999982
2021-07-28 09:40:16,0.009917578124999982
2021-07-28 09:40:17,0.009917578124999982
2021-07-28 09:40:18,0.009917578124999982
2021-07-28 09:40:19,0.009917578124999982
2021-07-28 09:40:20,-0.005373437499999997
2021-07-28 09:40:21,-0.005373437499999997
2021-07-28 09:40:22,-0.005373437499999997
2021-07-28 09:40:23,-0.005373437499999997
2021-07-28 09:40:24,-0.005373437499999997
2021-07-28 09:40:25,-0.005373437499999997
2021-07-28 09:40:26,-0.005373437499999997
2021-07-28 09:40:27,-0.005373437499999997
2021-07-28 09:40:28,-0.005373437499999997
2021-07-28 09:40:29,-0.005373437499999997
2021-07-28 09:40:30,6.835937500000556e-05
2021-07-28 09:40:31,6.835937500000556e-05
2021-07-28 09:40:32,6.835937500000556e-05
2021-07-28 09:40:33,6.835937500000556e-05
2021-07-28 09:40:34,6.835937500000556e-05
2021-07-28 09:40:35,6.835937500000556e-05
2021-07-28 09:40:36,6.835937500000556e-05
2021-07-28 09:40:37,6.835937500000556e-05
2021-07-28 09:40:38,6.835937500000556e-05
2021-07-28 09:40:39,6.835937500000556e-05
2021-07-28 09:40:40,-0.0007234375000000014
2021-07-28 09:40:41,-0.0007234375000000014
2021-07-28 09:40:42,-0.0007234375000000014
2021-07-28 09:40:43,-0.0007234375000000014
2021-07-28 09:40:44,-0.0007234375000000014
2021-07-28 09:40:45,-0.0007234375000000014
2021-07-28 09:40:46,-0.0007234375000000014
2021-07-28 09:40:47,-0.0007234375000000014
2021-07-28 09:40:48,-0.0007234375000000014
2021-07-28 09:40:49,-0.0007234375000000014
2021-07-28 09:40:50,0.0070468749999999985
2021-07-28 09:40:51,0.0070468749999999985
2021-07-28 09:40:52,0.0070468749999999985
2021-07-28 09:40:53,0.0070468749999999985
2021-07-28 09:40:54,0.0070468749999999985
2021-07-28 09:40:55,0.0070468749999999985
2021-07-28 09:40:56,0.0070468749999999985
2021-07-28 09:40:57,0.0070468749999999985
2021-07-28 09:40:58,0.0070468749999999985
2021-07-28 09:40:59,0.0070468749999999985
2021-07-28 09:41:00,0.0034378906249999943
2021-07-28 09:41:01,0.0034378906249999943
2021-07-28 09:41:02,0.0034378906249999943
2021-07-28 09:41:03,0.0034378906249999943
2021-07-28 09:41:04,0.0034378906249999943
2021-07-28 09:41:05,0.0034378906249999943
2021-07-28 09:41:06,0.0034378906249999943
2021-07-28 09:41:07,0.0034378906249999943
2021-07-28 09:41:08,0.0034378906249999943
2021-07-28 09:41:09,0.0034378906249999943
2021-07-28 09:41:10,0.001102734374999992
2021-07-28 09:41:11,0.001102734374999992
2021-07-28 09:41:12,0.001102734374999992
2021-07-28 09:41:13,0.001102734374999992
2021-07-28 09:41:14,0.001102734374999992
2021-07-28 09:41:15,0.001102734374999992
2021-07-28 09:41:16,0.001102734374999992
2021-07-28 09:41:17,0.001102734374999992
2021-07-28 09:41:18,0.001102734374999992
2021-07-28 09:41:19,0.001102734374999992
2021-07-28 09:41:20,-0.012200781250000002
2021-07-28 09:41:21,-0.012200781250000002
2021-07-28 09:41:22,-0.012200781250000002
2021-07-28 09:41:23,-0.012200781250000002
2021-07-28 09:41:24,-0.012200781250000002
2021-07-28 09:41:25,-0.012200781250000002
2021-07-28 09:41:26,-0.012200781250000002
2021-07-28 09:41:27,-0.012200781250000002
2021-07-28 09:41:28,-0.012200781250000002
2021-07-28 09:41:29,-0.012200781250000002
2021-07-28 09:41:30,0.009417187499999988
2021-07-28 09:41:31,0.009417187499999988
2021-07-28 09:41:32,0.009417187499999988
2021-07-28 09:41:33,0.009417187499999988
2021-07-28 09:41:34,0.009417187499999988
2021-07-28 09:41:35,0.009417187499999988
2021-07-28 09:41:36,0.009417187499999988
2021-07-28 09:41:37,0.009417187499999988
2021-07-28 09:41:38,0.009417187499999988
2021-07-28 09:41:39,0.009417187499999988
2021-07-28 09:41:40,0.002110156250000001
2021-07-28 09:41:41,0.002110156250000001
2021-07-28 09:41:42,0.002110156250000001
2021-07-28 09:41:43,0.002110156250000001
2021-07-28 09:41:44,0.002110156250000001
2021-07-28 09:41:45,0.002110156250000001
2021-07-28 09:41:46,0.002110156250000001
2021-07-28 09:41:47,0.002110156250000001
2021-07-28 09:41:48,0.002110156250000001
2021-07-28 09:41:49,0.002110156250000001
2021-07-28 09:41:50,-0.003831250000000005
2021-07-28 09:41:51,-0.003831250000000005
2021-07-28 09:41:52,-0.003831250000000005
2021-07-28 09:41:53,-0.003831250000000005
2021-07-28 09:41:54,-0.003831250000000005
2021-07-28 09:41:55,-0.003831250000000005
2021-07-28 09:41:56,-0.003831250000000005
2021-07-28 09:41:57,-0.003831250000000005
2021-07-28 09:41:58,-0.003831250000000005
2021-07-28 09:41:59,-0.003831250000000005
2021-07-28 09:42:00,0.0037699218749999972
2021-07-28 09:42:01,0.0037699218749999972
2021-07-28 09:42:02,0.0037699218749999972
2021-07-28 09:42:03,0.0037699218749999972
2021-07-28 09:42:04,0.0037699218749999972
2021-07-28 09:42:05,0.0037699218749999972
2021-07-28 09:42:06,0.0037699218749999972
2021-07-28 09:42:07,0.0037699218749999972
2021-07-28 09:42:08,0.0037699218749999972
2021-07-28 09:42:09,0.0037699218749999972
2021-07-28 09:42:10,0.003375390625000001
2021-07-28 09:42:11,0.003375390625000001
2021-07-28 09:42:12,0.003375390625000001
2021-07-28 09:42:13,0.003375390625000001
2021-07-28 09:42:14,0.003375390625000001
2021-07-28 09:42:15,0.003375390625000001
